2016-02-03 23:39:52,COCO_train2014_000000334788.jpg,32M8BPYGATMEN5H204QR1G97VWYIGI,187.88333129882812,224.60000610351562
2016-02-03 23:39:54,COCO_train2014_000000334788.jpg,32M8BPYGATMEN5H204QR1G97VWYIGI,219.88333129882812,221.60000610351562
2016-02-03 23:39:54,COCO_train2014_000000334788.jpg,32M8BPYGATMEN5H204QR1G97VWYIGI,214.88333129882812,256.6000061035156
2016-02-03 23:39:56,COCO_train2014_000000334788.jpg,32M8BPYGATMEN5H204QR1G97VWYIGI,556.8833312988281,336.6000061035156
2016-02-03 23:39:56,COCO_train2014_000000334788.jpg,32M8BPYGATMEN5H204QR1G97VWYIGI,536.8833312988281,323.6000061035156
2016-02-03 23:39:57,COCO_train2014_000000334788.jpg,32M8BPYGATMEN5H204QR1G97VWYIGI,501.8833312988281,378.6000061035156
2016-02-03 23:39:58,COCO_train2014_000000334788.jpg,32M8BPYGATMEN5H204QR1G97VWYIGI,557.8833312988281,386.6000061035156
2016-02-03 23:39:59,COCO_train2014_000000334788.jpg,32M8BPYGATMEN5H204QR1G97VWYIGI,579.8833312988281,388.6000061035156
2016-02-03 23:33:14,COCO_train2014_000000334788.jpg,3EFVCAY5L39VP1VQZOZ3L479KS98J3,46,122
2016-02-03 23:33:14,COCO_train2014_000000334788.jpg,3EFVCAY5L39VP1VQZOZ3L479KS98J3,68,101
2016-02-03 23:33:15,COCO_train2014_000000334788.jpg,3EFVCAY5L39VP1VQZOZ3L479KS98J3,69,100
2016-02-03 23:33:15,COCO_train2014_000000334788.jpg,3EFVCAY5L39VP1VQZOZ3L479KS98J3,199,203
2016-02-03 23:33:15,COCO_train2014_000000334788.jpg,3EFVCAY5L39VP1VQZOZ3L479KS98J3,194,225
2016-02-03 23:33:16,COCO_train2014_000000334788.jpg,3EFVCAY5L39VP1VQZOZ3L479KS98J3,206,235
2016-02-03 23:33:16,COCO_train2014_000000334788.jpg,3EFVCAY5L39VP1VQZOZ3L479KS98J3,555,314
2016-02-03 23:33:16,COCO_train2014_000000334788.jpg,3EFVCAY5L39VP1VQZOZ3L479KS98J3,542,328
2016-02-03 23:39:57,COCO_train2014_000000334788.jpg,3A4TN5196KI1AYQDS0CNBDNDXRQCH8,53.590003967285156,110.60000228881836
2016-02-03 23:39:58,COCO_train2014_000000334788.jpg,3A4TN5196KI1AYQDS0CNBDNDXRQCH8,231.59000396728516,208.60000228881836
